gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,MonthlyCharges,TotalCharges,Churn,totalcharges
Male,0,Yes,Yes,47,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.05,951.55,No,951.55
Male,0,Yes,Yes,24,Yes,Yes,No,No,No,Yes,Yes,One year,74.8,1821.2,No,1821.2
Male,0,No,No,65,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,24.8,1600.95,No,1600.95
Female,0,No,No,4,Yes,No,No,No,Yes,Yes,Yes,Month-to-month,100.85,399.25,No,399.25
Male,1,Yes,No,12,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,101.35,1218.55,Yes,1218.55
Male,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,81.7,81.7,Yes,81.7
Male,0,No,No,33,Yes,No,No,No,No,No,No,Month-to-month,68.25,2171.15,Yes,2171.15
Female,0,No,No,34,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,105.1,3634.8,No,3634.8
Female,0,Yes,No,14,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.4,292.4,No,292.4
Female,0,No,No,4,Yes,No,No,No,No,No,Yes,Month-to-month,79.15,317.25,Yes,317.25
Male,0,Yes,Yes,13,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.0,218.55,No,218.55
Female,0,Yes,Yes,65,Yes,No,Yes,No,Yes,Yes,Yes,Two year,79.4,5071.9,No,5071.9
Male,0,Yes,Yes,23,Yes,Yes,No,No,Yes,No,No,One year,57.2,1423.35,No,1423.35
Male,0,Yes,No,55,Yes,Yes,Yes,Yes,No,No,No,Two year,58.6,3068.6,No,3068.6
Male,0,Yes,No,49,Yes,No,Yes,No,No,Yes,Yes,Two year,94.8,4690.65,No,4690.65
Male,0,Yes,No,60,Yes,No,Yes,Yes,No,Yes,Yes,One year,102.5,6157.6,No,6157.6
Female,0,Yes,Yes,69,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.35,1442.65,No,1442.65
Male,0,No,No,40,Yes,No,No,No,No,Yes,No,Month-to-month,84.9,3369.05,No,3369.05
Male,0,Yes,No,67,Yes,Yes,Yes,No,Yes,No,Yes,Two year,69.2,4671.65,No,4671.65
Male,1,No,No,35,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.45,3474.05,Yes,3474.05
Male,0,Yes,Yes,19,Yes,No,No,No,Yes,Yes,Yes,One year,100.95,1875.55,Yes,1875.55
Female,0,Yes,Yes,13,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.85,272.35,No,272.35
Female,0,No,Yes,41,Yes,No,Yes,No,No,Yes,No,Month-to-month,88.5,3645.05,No,3645.05
Female,0,No,No,4,No,Yes,No,Yes,No,No,No,Month-to-month,35.0,135.75,No,135.75
Female,0,Yes,Yes,24,Yes,Yes,No,No,Yes,No,No,Month-to-month,55.15,1319.85,No,1319.85
Female,0,No,No,5,No,No,Yes,No,No,Yes,Yes,Month-to-month,50.95,229.4,No,229.4
Female,0,No,No,5,Yes,No,Yes,No,No,No,Yes,Month-to-month,64.0,370.25,No,370.25
Female,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,69.1,69.1,Yes,69.1
Female,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,No,Two year,80.2,5714.2,No,5714.2
Female,0,No,No,24,Yes,No,No,Yes,No,No,No,Month-to-month,49.3,1233.25,No,1233.25
Female,0,Yes,No,42,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,84.35,3571.6,No,3571.6
Female,0,No,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.05,83.3,No,83.3
Male,0,No,No,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,117.2,8035.95,No,8035.95
Female,0,Yes,Yes,33,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.1,579.4,No,579.4
Female,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.6,69.6,Yes,69.6
Male,0,No,No,31,Yes,No,Yes,Yes,No,Yes,Yes,One year,103.45,3066.45,Yes,3066.45
Female,0,No,No,4,Yes,No,Yes,No,No,No,No,Month-to-month,77.95,305.55,Yes,305.55
Male,1,Yes,No,69,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,109.95,7634.25,No,7634.25
Male,1,No,No,38,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.75,3653,No,3653.0
Female,0,Yes,Yes,3,Yes,No,Yes,No,Yes,No,No,Month-to-month,80.0,241.3,No,241.3
Female,0,Yes,Yes,48,Yes,No,Yes,No,Yes,Yes,Yes,Two year,79.65,3870.3,No,3870.3
Female,0,Yes,No,15,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.2,387.9,No,387.9
Female,0,No,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.9,527.5,No,527.5
Female,1,No,No,1,Yes,No,No,No,No,Yes,No,Month-to-month,78.45,78.45,Yes,78.45
Female,0,No,No,48,No,Yes,Yes,No,No,Yes,No,Month-to-month,44.8,2104.55,No,2104.55
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.3,20.3,No,20.3
Male,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.2,19.2,No,19.2
Female,0,No,No,37,Yes,No,Yes,Yes,No,No,No,One year,80.05,3019.1,No,3019.1
Male,1,Yes,No,66,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,107.35,7051.95,No,7051.95
Female,0,Yes,No,26,No,Yes,Yes,Yes,No,Yes,No,One year,47.85,1190.5,No,1190.5
Male,0,Yes,No,63,Yes,Yes,Yes,No,Yes,Yes,No,One year,70.8,4448.8,No,4448.8
Male,0,No,No,10,No,No,No,Yes,No,No,No,Month-to-month,29.5,255.25,Yes,255.25
Female,0,No,No,2,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,70.75,146.9,Yes,146.9
Male,1,Yes,No,18,Yes,Yes,No,No,No,No,Yes,Month-to-month,59.1,1011.05,No,1011.05
Female,0,Yes,No,64,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.55,1714.95,No,1714.95
Female,1,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,84.45,762.5,Yes,762.5
Female,0,No,Yes,28,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.25,535.35,No,535.35
Female,0,No,No,1,Yes,No,No,Yes,No,No,No,Month-to-month,75.55,75.55,No,75.55
Male,0,No,No,4,Yes,No,No,No,No,No,Yes,Month-to-month,85.65,338.9,Yes,338.9
Male,1,No,No,38,Yes,No,Yes,Yes,Yes,Yes,No,One year,70.15,2497.35,Yes,2497.35
Male,0,Yes,No,66,Yes,No,Yes,Yes,No,No,Yes,One year,95.3,6273.4,No,6273.4
Female,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.25,70.25,No,70.25
Female,0,Yes,No,18,Yes,No,No,No,Yes,No,No,Month-to-month,50.3,908.75,No,908.75
Male,1,No,No,51,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,97.8,4913.3,Yes,4913.3
Male,0,Yes,Yes,0,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85, ,No,0.0
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,46.3,46.3,Yes,46.3
Male,0,No,Yes,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.35,212.3,No,212.3
Female,0,No,No,41,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,106.3,4443.45,Yes,4443.45
Male,0,No,No,12,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,25.0,316.2,No,316.2
Female,0,Yes,Yes,55,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.3,1079.05,No,1079.05
Female,0,No,No,7,Yes,No,No,No,No,No,No,Month-to-month,75.35,564.65,No,564.65
Female,0,No,No,12,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,89.4,1095.65,Yes,1095.65
Female,0,Yes,Yes,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,88.0,6161.9,No,6161.9
Female,1,No,No,5,Yes,No,No,No,No,Yes,No,Month-to-month,83.15,446.05,Yes,446.05
Female,1,No,No,49,Yes,No,No,No,No,No,No,Month-to-month,43.8,2106.05,No,2106.05
Male,0,No,No,40,No,Yes,Yes,Yes,No,Yes,Yes,One year,62.05,2511.55,No,2511.55
Female,0,No,No,16,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.1,318.6,No,318.6
Male,0,No,No,10,Yes,No,No,No,No,No,No,Month-to-month,74.15,811.8,Yes,811.8
Female,0,Yes,No,72,Yes,No,Yes,Yes,No,Yes,Yes,One year,101.35,7323.15,No,7323.15
Female,1,No,No,2,Yes,No,No,No,No,No,Yes,Month-to-month,84.05,186.05,No,186.05
Male,0,Yes,Yes,23,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.9,454,No,454.0
Female,1,No,No,71,Yes,No,Yes,Yes,No,Yes,Yes,One year,105.9,7521.95,No,7521.95
Female,0,Yes,No,11,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,99.5,1056.95,Yes,1056.95
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.15,44.15,Yes,44.15
Female,0,No,No,16,Yes,No,Yes,No,Yes,No,No,Month-to-month,53.9,834.15,Yes,834.15
Female,0,No,No,1,Yes,No,No,No,No,No,Yes,Month-to-month,85.45,85.45,Yes,85.45
Male,0,Yes,No,12,Yes,No,Yes,No,No,No,Yes,Month-to-month,85.05,999.8,No,999.8
Female,0,No,No,54,No,Yes,No,No,Yes,No,Yes,One year,44.1,2369.7,No,2369.7
Female,0,Yes,No,68,Yes,No,Yes,Yes,Yes,No,No,Two year,90.2,6297.65,No,6297.65
Female,0,Yes,Yes,4,Yes,No,No,No,No,No,No,Month-to-month,50.85,239.55,Yes,239.55
Female,0,No,Yes,1,Yes,No,No,Yes,No,No,Yes,Month-to-month,59.2,59.2,Yes,59.2
Male,0,No,No,27,Yes,Yes,No,No,Yes,No,No,Month-to-month,53.45,1461.45,No,1461.45
Male,0,No,No,21,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.95,416.4,No,416.4
Male,0,No,No,13,Yes,No,No,Yes,No,Yes,No,Month-to-month,83.2,1060.6,Yes,1060.6
Female,1,No,No,64,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-month,74.65,4869.35,No,4869.35
Female,0,No,No,1,Yes,Yes,Yes,No,No,No,No,Month-to-month,54.9,54.9,Yes,54.9
Male,0,Yes,No,57,No,No,Yes,Yes,Yes,Yes,Yes,Two year,57.5,3265.95,No,3265.95
Female,0,Yes,No,21,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,103.9,2254.2,Yes,2254.2
Male,0,No,No,19,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.65,358.15,No,358.15
Male,0,Yes,No,31,Yes,No,No,Yes,No,Yes,Yes,One year,93.8,2939.8,No,2939.8
Male,0,No,No,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,89.25,4652.4,No,4652.4
Female,0,No,No,46,Yes,No,Yes,Yes,No,No,Yes,One year,94.15,4408.45,No,4408.45
Female,1,No,No,11,Yes,Yes,No,No,No,No,No,Month-to-month,55.6,580.8,No,580.8
Female,0,Yes,Yes,53,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,48.7,2495.2,No,2495.2
Female,0,Yes,Yes,11,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.25,180.3,Yes,180.3
Male,1,No,No,57,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-month,104.9,5913.95,No,5913.95
Female,1,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,75.45,158.4,Yes,158.4
Female,1,No,No,2,Yes,Yes,Yes,No,No,No,No,Month-to-month,54.85,104.2,Yes,104.2
Female,0,Yes,Yes,71,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.9,1389.35,No,1389.35
Female,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.4,19.4,No,19.4
Male,0,Yes,No,68,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.05,1629.2,No,1629.2
Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,84.45,6033.1,No,6033.1
Female,0,No,No,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.3,44.4,No,44.4
Male,1,Yes,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,95.1,95.1,Yes,95.1
Female,0,No,No,41,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,79.85,3320.75,No,3320.75
Male,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.55,1867.7,No,1867.7
Male,0,Yes,No,6,Yes,No,No,No,No,No,No,Month-to-month,75.5,438,Yes,438.0
Female,0,Yes,Yes,4,Yes,No,No,Yes,No,No,No,Month-to-month,73.75,325.45,Yes,325.45
Male,0,No,No,12,Yes,No,No,No,No,Yes,Yes,Month-to-month,96.05,1148.1,Yes,1148.1
Female,0,Yes,No,58,Yes,Yes,No,No,Yes,No,Yes,One year,68.4,3972.25,No,3972.25
Female,0,No,No,7,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.65,155.9,No,155.9
Female,0,Yes,No,65,Yes,Yes,No,Yes,No,No,No,Month-to-month,55.15,3673.15,No,3673.15
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,70.6,70.6,No,70.6
Male,0,Yes,No,56,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.95,1126.75,No,1126.75
Male,0,No,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.0,73.45,No,73.45
Female,0,Yes,Yes,58,Yes,No,No,No,No,No,No,One year,44.1,2413.05,No,2413.05
Male,0,Yes,No,62,Yes,No,No,Yes,Yes,Yes,Yes,Two year,107.6,6912.7,No,6912.7
Male,0,No,No,26,Yes,Yes,Yes,No,No,No,No,One year,61.55,1581.95,No,1581.95
Male,0,No,No,62,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,90.7,5586.45,No,5586.45
Female,0,Yes,Yes,58,Yes,Yes,Yes,No,No,Yes,Yes,One year,99.25,5846.65,No,5846.65
Female,0,Yes,No,68,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,91.7,6424.7,No,6424.7
Female,0,Yes,Yes,61,Yes,Yes,Yes,Yes,No,No,Yes,One year,100.7,6018.65,No,6018.65
Female,0,No,No,42,Yes,No,No,Yes,Yes,Yes,Yes,Two year,78.45,3373.4,No,3373.4
Male,0,No,No,18,Yes,No,No,No,No,Yes,No,Month-to-month,84.3,1537.9,No,1537.9
Female,0,No,No,56,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.55,1080.55,No,1080.55
Female,0,No,No,4,Yes,No,Yes,No,No,No,Yes,Month-to-month,88.95,355.2,Yes,355.2
Female,0,No,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.45,82.85,No,82.85
Female,0,No,Yes,35,Yes,Yes,Yes,No,No,No,No,One year,55.6,2016.45,No,2016.45
Female,0,Yes,Yes,64,Yes,Yes,No,No,Yes,No,No,Month-to-month,86.8,5327.25,No,5327.25
Female,0,No,No,31,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.95,683.25,No,683.25
Female,1,Yes,No,67,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.05,1263.05,No,1263.05
Female,0,No,No,4,Yes,No,Yes,No,No,No,No,Month-to-month,50.7,151.3,Yes,151.3
Female,1,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.65,7714.65,No,7714.65
Male,0,No,No,3,Yes,No,No,No,No,Yes,No,Month-to-month,53.4,188.7,Yes,188.7
Male,1,Yes,No,53,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,101.9,5549.4,Yes,5549.4
Male,0,Yes,Yes,2,Yes,Yes,Yes,No,Yes,No,No,Two year,59.5,130.5,No,130.5
Female,0,Yes,Yes,29,Yes,No,No,No,No,Yes,Yes,Month-to-month,87.8,2621.75,No,2621.75
Female,0,No,No,47,No,Yes,No,Yes,Yes,No,No,Two year,41.9,1875.25,No,1875.25
Female,0,Yes,Yes,68,Yes,No,No,No,No,Yes,No,One year,83.0,5685.8,Yes,5685.8
Male,0,No,Yes,12,Yes,Yes,No,No,No,Yes,Yes,Month-to-month,69.85,837.5,No,837.5
Female,0,Yes,Yes,8,Yes,No,Yes,No,Yes,No,No,Month-to-month,56.3,401.5,No,401.5
Male,0,Yes,No,54,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,109.55,6118.95,No,6118.95
Male,0,Yes,Yes,69,Yes,No,Yes,No,Yes,Yes,No,Two year,92.15,6480.9,No,6480.9
Female,0,No,No,26,Yes,Yes,Yes,No,No,Yes,No,Month-to-month,69.5,1800.05,No,1800.05
Female,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,No,No,Two year,97.0,7104.2,No,7104.2
Female,0,No,No,70,No,Yes,No,Yes,Yes,Yes,Yes,Two year,58.35,4214.25,No,4214.25
Male,0,No,Yes,1,Yes,Yes,No,No,No,No,No,Month-to-month,50.6,50.6,Yes,50.6
Male,0,No,No,10,Yes,No,No,No,No,Yes,Yes,Month-to-month,89.5,863.1,Yes,863.1
Female,0,Yes,Yes,28,Yes,No,No,No,No,No,No,One year,70.4,1992.2,No,1992.2
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,69.8,69.8,Yes,69.8
Female,0,Yes,No,21,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.3,1948.35,No,1948.35
Male,1,Yes,No,51,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,93.8,4750.95,Yes,4750.95
Female,0,Yes,Yes,53,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.55,1007.9,No,1007.9
Male,0,No,Yes,53,Yes,Yes,Yes,Yes,No,No,Yes,One year,95.95,5036.9,No,5036.9
Male,0,Yes,No,24,Yes,No,No,Yes,No,Yes,Yes,Month-to-month,101.05,2391.8,Yes,2391.8
Female,0,Yes,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,94.8,6859.05,No,6859.05
Male,0,No,No,61,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,107.75,6521.9,No,6521.9
Female,0,No,No,11,Yes,Yes,No,No,Yes,No,No,One year,54.6,617.85,No,617.85
Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,71.3,157.75,No,157.75
Male,0,No,No,25,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,19.5,516.3,No,516.3
Female,0,No,No,41,Yes,No,Yes,No,No,No,No,One year,56.3,2364,No,2364.0
Male,0,Yes,No,18,Yes,No,No,No,No,Yes,Yes,Month-to-month,94.7,1687.95,Yes,1687.95
Male,1,Yes,No,72,Yes,No,Yes,Yes,No,Yes,Yes,Two year,104.15,7689.95,Yes,7689.95
Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,90.55,6239.05,No,6239.05
Female,0,Yes,Yes,34,Yes,Yes,Yes,Yes,No,No,No,One year,60.8,2042.05,No,2042.05
Male,0,No,No,29,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,98.8,2807.1,No,2807.1
Male,1,Yes,No,40,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,98.15,4116.8,No,4116.8
Male,0,Yes,No,36,No,Yes,No,Yes,No,No,No,One year,35.35,1317.95,No,1317.95
Female,0,Yes,No,46,Yes,No,Yes,No,Yes,Yes,Yes,One year,103.15,4594.65,No,4594.65
Female,0,No,No,58,Yes,Yes,Yes,Yes,No,Yes,Yes,One year,107.75,6332.75,No,6332.75
Male,0,No,No,39,Yes,No,Yes,No,No,No,No,One year,81.4,3213.75,No,3213.75
Male,0,Yes,Yes,4,Yes,No,No,No,Yes,No,Yes,Month-to-month,61.45,229.55,Yes,229.55
Female,0,Yes,Yes,52,Yes,No,Yes,Yes,No,Yes,No,One year,95.7,4976.15,No,4976.15
Male,1,Yes,No,70,Yes,No,Yes,Yes,No,Yes,Yes,One year,104.8,7308.95,No,7308.95
Male,1,Yes,No,65,Yes,No,No,No,No,No,No,One year,70.95,4555.2,No,4555.2
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.95,44.95,No,44.95
Female,0,Yes,No,70,Yes,No,No,Yes,No,Yes,Yes,One year,97.65,6982.5,No,6982.5
Female,1,Yes,Yes,29,No,No,Yes,Yes,No,No,No,Month-to-month,35.65,1025.15,No,1025.15
Male,0,No,No,1,Yes,No,No,No,No,Yes,Yes,Month-to-month,90.55,90.55,Yes,90.55
Female,0,No,No,67,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,85.25,5714.2,No,5714.2
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.5,19.5,No,19.5
Female,0,No,No,26,Yes,No,No,No,No,Yes,Yes,Month-to-month,88.8,2274.35,Yes,2274.35
Female,0,Yes,Yes,30,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.1,789.55,No,789.55
Female,0,Yes,No,48,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,100.05,4834,No,4834.0
Female,0,Yes,Yes,55,Yes,Yes,Yes,No,No,No,No,Month-to-month,55.7,3131.8,No,3131.8
Male,0,No,No,7,Yes,No,No,No,No,No,Yes,Month-to-month,85.2,602.55,Yes,602.55
Male,0,No,No,37,Yes,Yes,No,No,No,Yes,No,Month-to-month,91.15,3369.25,No,3369.25
Female,0,Yes,No,31,Yes,No,Yes,No,No,No,Yes,Month-to-month,83.85,2674.15,No,2674.15
Male,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,45.9,199.75,No,199.75
Male,0,Yes,Yes,72,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,25.1,1790.8,No,1790.8
Male,1,No,No,5,Yes,No,No,No,No,Yes,Yes,Month-to-month,91.4,449.75,Yes,449.75
Male,0,Yes,Yes,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.7,19.7,No,19.7
Female,1,No,No,15,Yes,No,No,No,No,Yes,Yes,Month-to-month,91.5,1400.3,No,1400.3
Male,0,Yes,Yes,8,Yes,Yes,No,No,No,No,No,Month-to-month,51.3,411.6,No,411.6
Female,0,No,No,35,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,21.1,741,No,741.0
Female,1,No,No,56,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,104.75,5841.35,No,5841.35
Male,0,Yes,No,42,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-month,106.15,4512.7,Yes,4512.7
Male,1,Yes,Yes,65,Yes,Yes,Yes,No,No,No,No,Month-to-month,85.75,5688.45,No,5688.45
Female,0,Yes,Yes,2,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,20.3,31.9,No,31.9
Male,1,Yes,No,65,Yes,Yes,No,No,No,Yes,Yes,One year,100.75,6674.65,No,6674.65
Female,0,No,No,18,Yes,No,No,No,No,No,No,Month-to-month,74.15,1345.75,No,1345.75
Female,0,No,No,23,Yes,Yes,No,Yes,No,Yes,Yes,One year,78.55,1843.05,No,1843.05
Female,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,45.3,196.95,Yes,196.95
Male,0,Yes,No,70,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.85,1433.8,No,1433.8
Female,0,No,No,4,Yes,No,No,No,No,No,No,Month-to-month,50.7,214.55,No,214.55
Male,0,No,No,19,Yes,No,No,No,No,No,No,Month-to-month,45.0,865.85,No,865.85
Female,0,No,No,18,Yes,No,Yes,Yes,No,No,No,Month-to-month,77.8,1358.6,No,1358.6
Female,1,Yes,No,38,Yes,Yes,No,No,No,No,Yes,Month-to-month,83.45,3147.15,No,3147.15
Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,73.25,131.05,Yes,131.05
Male,0,No,No,47,Yes,Yes,Yes,No,No,Yes,No,One year,94.8,4535.85,No,4535.85
Female,0,Yes,Yes,52,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,20.1,1078.75,No,1078.75
Male,0,No,No,9,Yes,No,No,No,No,No,Yes,Month-to-month,59.9,542.4,No,542.4
Female,0,Yes,No,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,90.1,2312.55,No,2312.55
Male,0,Yes,Yes,8,Yes,No,No,Yes,No,No,No,Month-to-month,51.05,415.05,Yes,415.05
Male,0,Yes,No,44,Yes,No,Yes,Yes,Yes,Yes,No,One year,70.95,3250.45,No,3250.45
Female,0,No,No,3,No,No,Yes,No,No,No,No,Month-to-month,29.2,98.5,No,98.5
Male,0,No,No,2,Yes,No,No,No,No,No,No,Month-to-month,46.6,87.9,No,87.9
Female,0,Yes,Yes,9,Yes,No,No,No,No,Yes,No,Month-to-month,85.35,754.65,Yes,754.65
Male,1,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,75.35,75.35,Yes,75.35
Male,0,No,No,25,Yes,Yes,No,No,No,No,No,Month-to-month,74.3,1952.25,No,1952.25
Female,1,Yes,No,2,Yes,No,No,No,No,No,No,Month-to-month,69.3,153.8,No,153.8
Male,0,No,No,43,Yes,Yes,No,No,No,No,No,Month-to-month,75.2,3198.6,Yes,3198.6
Female,0,No,No,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,20.9,20.9,Yes,20.9
Female,0,Yes,No,58,Yes,No,Yes,Yes,No,No,Yes,One year,94.3,5610.15,No,5610.15
Female,0,Yes,Yes,59,Yes,Yes,No,Yes,Yes,Yes,No,Two year,76.45,4519.5,No,4519.5
Male,0,No,No,44,No,Yes,No,Yes,No,Yes,Yes,One year,54.0,2440.25,No,2440.25
Male,0,No,No,66,Yes,No,Yes,No,Yes,Yes,Yes,One year,104.25,6860.6,No,6860.6
Male,0,Yes,Yes,68,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,19.95,1377.7,No,1377.7
Male,0,No,No,9,No,No,No,No,No,No,No,Month-to-month,24.95,190.25,No,190.25
Male,0,No,No,19,Yes,Yes,No,Yes,No,No,No,Month-to-month,84.75,1651.95,No,1651.95
Male,0,No,No,4,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,19.75,78.3,No,78.3
Female,0,No,No,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,113.65,7939.25,No,7939.25
Male,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,44.9,44.9,No,44.9
Female,0,No,No,8,Yes,No,No,No,No,No,No,Month-to-month,75.25,576.7,No,576.7
